"Player","On_court_time","Possessions","poss_permin","efficiency","Pt_diff_perposs","Pt_diff_permin","def_eff","Pts.x","Pts_against","Tnovers.x","FG_made.x","FG_att.x","Three_made.x","Three_att.x","Rebounds","Opp_OReb","Opp_DReb","Defensive_plays","PER","Pts.y","Assists","Tnovers.y","FT_made","FT_att","FG_made.y","FG_att.y","Three_made.y","Three_att.y","Off_Rebounds","Def_Rebounds","Steals","Blocks","fouls"
"Reece Beekman",1645,86,3.13677811550152,1.96960486322188,0.174418604651163,0.547112462006079,0.348837209302326,53,38,4,19,33,10,19,26,6,13,15,36.5423343465046,16,7,0,6,7,5,9,0,3,0,4,3,1,2
"Ryan Dunn",1264,68,3.22784810126582,1.89873417721519,-0.0441176470588235,-0.142405063291139,0.382352941176471,34,37,5,12,21,6,12,15,5,12,13,27.338164556962,9,1,0,4,8,2,3,1,2,2,5,1,2,2
"Taine Murray",657,36,3.28767123287671,1.55251141552511,0.277777777777778,0.91324200913242,0.277777777777778,19,9,2,5,11,0,2,16,1,4,5,11.4188127853881,5,0,1,1,2,2,2,0,0,0,1,0,0,2
"Tristan How",136,9,3.97058823529412,2.20588235294118,0.555555555555556,2.20588235294118,0.222222222222222,6,1,0,1,3,0,0,4,0,1,1,-34.5794117647059,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Without Andrew Rohde",842,47,3.34916864608076,NA,0.276595744680851,0.926365795724466,0.425531914893617,26,13,3,6,11,0,0,15,3,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Anthony Robinson",2398,130,3.25271059216013,NA,0.0923076923076923,0.300250208507089,0.323076923076923,71,59,8,23,44,10,22,40,7,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Blake Buchanan",1382,77,3.34298118668596,NA,0,0,0.311688311688312,43,43,4,17,31,9,19,21,7,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Bryce Walker",2398,130,3.25271059216013,NA,0.0923076923076923,0.300250208507089,0.323076923076923,71,59,8,23,44,10,22,40,7,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Cavaliers",2398,130,3.25271059216013,NA,0.0923076923076923,0.300250208507089,0.323076923076923,71,59,8,23,44,10,22,40,7,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Christian Bliss",2398,130,3.25271059216013,NA,0.0923076923076923,0.300250208507089,0.323076923076923,71,59,8,23,44,10,22,40,7,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Dante Harris",989,52,3.15470171890799,NA,0.192307692307692,0.606673407482305,0.269230769230769,33,23,3,12,22,7,14,17,4,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Desmond Roberts",2398,130,3.25271059216013,NA,0.0923076923076923,0.300250208507089,0.323076923076923,71,59,8,23,44,10,22,40,7,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Elijah Gertrude",2398,130,3.25271059216013,NA,0.0923076923076923,0.300250208507089,0.323076923076923,71,59,8,23,44,10,22,40,7,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Isaac McKneely",673,37,3.29866270430906,NA,0.162162162162162,0.534918276374443,0.27027027027027,22,16,0,7,14,3,7,16,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Jacob Groves",2398,130,3.25271059216013,NA,0.0923076923076923,0.300250208507089,0.323076923076923,71,59,8,23,44,10,22,40,7,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Jordan Minor",1698,88,3.1095406360424,NA,0.0227272727272727,0.0706713780918728,0.318181818181818,48,46,5,18,33,10,20,24,4,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Leon Bond III",1398,75,3.21888412017167,NA,0.106666666666667,0.343347639484979,0.346666666666667,43,35,4,13,22,7,11,19,5,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Reece Beekman",753,44,3.50597609561753,NA,-0.0681818181818182,-0.239043824701195,0.272727272727273,18,21,4,4,11,0,3,14,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Ryan Dunn",1134,62,3.28042328042328,NA,0.241935483870968,0.793650793650794,0.258064516129032,37,22,3,11,23,4,10,25,2,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Taine Murray",1741,94,3.23951751866743,NA,0.0212765957446809,0.0689259046524986,0.340425531914894,52,50,6,18,33,10,20,24,6,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Without Tristan How",2262,121,3.20954907161804,NA,0.0578512396694215,0.185676392572944,0.330578512396694,65,58,8,22,41,10,22,36,7,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
